"athlete_id","date","game_workload"
16,2017-02-07,366
16,2017-02-11,397
16,2017-02-13,376
16,2017-03-07,368
16,2017-03-09,406
16,2017-03-12,418
16,2017-03-20,432
16,2017-03-26,470
16,2017-04-02,377
16,2017-04-20,375
16,2017-05-07,417
16,2017-05-24,383
16,2017-05-27,403
16,2017-06-13,330
16,2017-07-01,438
16,2017-07-08,381
16,2017-07-09,341
16,2017-07-16,368
16,2017-07-18,326
16,2017-07-19,379
16,2017-08-16,373
16,2017-08-19,346
16,2017-09-06,525
16,2017-09-12,409
16,2017-10-01,368
16,2017-10-16,259
16,2017-10-17,326
16,2017-10-27,393
16,2017-10-28,327
16,2017-11-13,375
16,2017-11-23,304
16,2017-12-04,519
16,2017-12-22,483
16,2017-12-29,371
16,2017-12-31,417
16,2018-02-14,399
16,2018-02-23,392
16,2018-03-24,424
16,2018-03-25,457
16,2018-03-27,356
16,2018-03-30,384
16,2018-04-05,492
16,2018-04-11,443
16,2018-04-25,394
17,2016-05-04,317
17,2016-05-06,405
17,2016-05-07,358
17,2016-05-13,427
17,2016-05-24,433
17,2016-05-29,450
17,2016-06-03,386
17,2016-06-11,467
17,2016-06-13,453
17,2016-06-14,427
17,2016-06-15,435
17,2016-06-25,460
17,2016-06-27,318
17,2016-07-10,377
17,2016-07-19,440
17,2016-07-20,271
17,2016-07-22,368
17,2016-07-25,344
17,2016-07-27,239
17,2016-07-29,413
17,2016-08-04,440
17,2016-08-14,450
17,2016-08-19,440
17,2016-09-01,364
17,2016-09-22,424
17,2016-10-09,451
17,2016-10-15,359
17,2016-11-10,372
17,2016-12-03,394
17,2016-12-07,381
17,2016-12-25,376
17,2016-12-27,399
17,2016-12-31,395
17,2017-01-14,416
17,2017-01-17,439
17,2017-01-26,382
17,2017-01-28,397
17,2017-02-12,401
17,2017-02-13,390
17,2017-02-22,360
17,2017-02-25,393
17,2017-03-16,364
17,2017-03-26,402
17,2017-04-15,436
17,2017-04-17,398
17,2017-04-24,359
17,2017-04-30,387
17,2017-05-21,337
17,2017-05-23,370
17,2017-05-27,324
17,2017-06-06,501
17,2017-06-20,402
17,2017-06-22,335
17,2017-06-23,332
17,2017-06-25,381
17,2017-06-27,454
17,2017-07-04,388
17,2017-07-06,414
17,2017-07-08,325
17,2017-07-24,451
17,2017-08-13,435
17,2017-09-10,360
17,2017-09-17,370
17,2017-10-01,274
17,2017-10-26,514
17,2017-10-28,390
17,2017-11-06,389
17,2017-11-14,361
17,2017-11-20,426
17,2017-12-14,375
17,2017-12-21,470
17,2018-01-11,410
17,2018-01-12,387
17,2018-01-18,494
17,2018-01-19,326
17,2018-01-29,489
17,2018-02-05,422
17,2018-02-06,403
17,2018-02-11,399
17,2018-03-06,330
17,2018-03-09,355
17,2018-03-13,394
17,2018-03-29,359
18,2016-05-01,331
18,2016-05-07,403
18,2016-05-19,492
18,2016-06-03,320
18,2016-06-10,310
18,2016-06-15,369
18,2016-06-18,394
18,2016-06-28,390
18,2016-07-05,426
18,2016-07-12,452
18,2016-07-15,521
18,2016-07-16,395
18,2016-07-18,358
18,2016-07-22,403
18,2016-07-31,456
18,2016-08-06,331
18,2016-08-13,401
18,2016-08-27,385
18,2016-08-31,333
18,2016-09-17,446
18,2016-09-21,391
18,2016-09-28,400
18,2016-10-07,459
18,2016-10-22,461
18,2016-10-23,400
18,2016-10-28,378
18,2016-11-14,478
18,2016-12-10,405
18,2016-12-15,399
18,2016-12-22,402
18,2016-12-29,409
18,2017-01-17,405
18,2017-01-21,417
18,2017-01-30,372
18,2017-03-27,432
18,2017-03-30,359
18,2017-04-01,386
18,2017-04-06,448
18,2017-05-01,404
18,2017-05-09,322
18,2017-05-16,478
18,2017-05-22,354
18,2017-06-01,470
18,2017-06-03,393
18,2017-06-10,331
18,2017-06-24,430
18,2017-07-07,437
18,2017-08-16,492
18,2017-08-19,416
18,2017-08-22,393
18,2017-08-27,359
18,2017-09-06,366
18,2017-09-12,389
18,2017-09-17,472
18,2017-09-19,443
18,2017-09-21,388
18,2017-09-30,407
18,2017-10-05,454
18,2017-10-16,444
18,2017-10-25,366
18,2017-10-27,347
18,2017-11-13,414
18,2017-11-17,465
18,2017-11-20,353
18,2017-11-22,408
18,2017-12-26,371
18,2017-12-31,304
18,2018-01-23,421
18,2018-01-24,349
18,2018-01-25,394
18,2018-02-04,396
18,2018-02-09,359
18,2018-02-14,436
18,2018-02-20,434
18,2018-02-23,368
18,2018-02-27,421
18,2018-02-28,416
18,2018-03-24,470
18,2018-04-14,389
18,2018-04-18,472
18,2018-04-23,497
18,2018-04-25,401
18,2018-04-26,451
19,2016-05-21,405
19,2016-05-24,382
19,2016-05-25,462
19,2016-05-26,387
19,2016-06-22,454
19,2016-07-01,412
19,2016-07-14,453
19,2016-07-17,367
19,2016-07-20,452
19,2016-07-22,453
19,2016-07-25,466
19,2016-07-31,434
19,2016-08-18,377
19,2016-09-13,388
19,2016-10-06,425
19,2016-10-13,362
19,2016-10-25,368
19,2016-10-29,483
19,2016-11-02,379
19,2016-11-19,325
19,2016-11-22,404
19,2016-11-28,426
19,2016-12-08,442
19,2016-12-30,370
19,2017-01-05,317
19,2017-01-07,409
19,2017-01-30,445
19,2017-02-02,455
19,2017-02-18,425
19,2017-02-26,439
19,2017-02-28,369
19,2017-03-01,391
19,2017-04-15,419
19,2017-04-25,348
19,2017-04-27,445
19,2017-05-06,379
19,2017-05-14,297
19,2017-05-31,446
19,2017-06-05,385
19,2017-06-14,454
19,2017-06-24,360
19,2017-07-11,385
19,2017-07-13,405
19,2017-08-06,398
19,2017-08-07,427
19,2017-08-13,431
19,2017-09-10,464
19,2017-09-13,364
19,2017-11-04,374
19,2017-11-20,334
19,2017-11-25,501
19,2017-12-02,370
19,2017-12-04,389
19,2017-12-10,436
19,2017-12-12,372
19,2017-12-19,239
19,2018-01-07,447
19,2018-01-10,332
19,2018-01-22,344
19,2018-01-23,429
19,2018-01-30,402
19,2018-02-05,481
19,2018-02-25,440
19,2018-03-23,450
19,2018-03-30,385
19,2018-04-14,400
19,2018-04-23,361
20,2016-05-04,382
20,2016-05-05,402
20,2016-05-07,384
20,2016-05-08,409
20,2016-06-06,401
20,2016-06-12,423
20,2016-06-21,404
20,2016-06-24,424
20,2016-07-05,430
20,2016-07-07,409
20,2016-08-12,373
20,2016-08-14,345
20,2016-08-18,490
20,2016-08-21,396
20,2016-08-31,492
20,2016-09-01,432
20,2016-09-06,483
20,2016-09-13,470
20,2016-09-15,429
20,2016-09-20,368
20,2016-09-29,390
20,2016-10-02,395
20,2016-10-12,369
20,2016-10-16,378
20,2016-10-20,371
20,2016-10-22,397
20,2016-10-29,383
20,2016-10-30,420
20,2016-11-02,400
20,2016-11-03,420
20,2016-11-17,352
20,2016-12-01,430
20,2016-12-10,349
20,2016-12-13,416
20,2016-12-28,289
20,2017-01-04,418
20,2017-01-06,381
20,2017-01-07,361
20,2017-01-17,370
20,2017-02-08,473
20,2017-02-12,389
20,2017-02-17,489
20,2017-02-23,403
20,2017-02-25,350
20,2017-03-07,411
20,2017-03-21,373
20,2017-04-13,346
20,2017-05-03,388
20,2017-05-04,334
20,2017-05-19,392
20,2017-05-22,458
20,2017-06-03,408
20,2017-06-05,465
20,2017-06-12,496
20,2017-06-21,491
20,2017-07-19,403
20,2017-07-21,408
20,2017-07-30,473
20,2017-08-20,320
20,2017-08-29,247
20,2017-09-04,361
20,2017-09-14,438
20,2017-09-16,396
20,2017-10-01,371
20,2017-10-15,362
20,2017-11-04,467
20,2017-11-07,374
20,2017-11-08,436
20,2017-11-16,414
20,2017-11-19,415
20,2017-12-01,372
20,2017-12-02,344
20,2017-12-03,387
20,2017-12-17,445
20,2017-12-18,442
20,2018-01-11,419
20,2018-01-17,373
20,2018-01-25,353
20,2018-01-30,431
20,2018-02-24,449
20,2018-03-14,397
20,2018-03-23,461
20,2018-03-29,411
20,2018-03-31,429
20,2018-04-08,346
20,2018-04-15,435
20,2018-04-30,470
21,2016-05-10,337
21,2016-05-26,379
21,2016-06-19,408
21,2016-06-22,291
21,2016-07-08,365
21,2016-07-11,430
21,2016-07-22,352
21,2016-08-03,404
21,2016-08-18,243
21,2016-08-21,415
21,2016-08-26,419
21,2016-09-12,412
21,2016-09-13,437
21,2016-09-15,460
21,2016-10-04,415
21,2016-10-07,404
21,2016-10-22,370
21,2016-10-25,415
21,2016-11-02,356
21,2016-12-08,314
21,2016-12-11,474
21,2016-12-18,415
21,2016-12-28,420
21,2017-01-17,382
21,2017-02-02,439
21,2017-02-07,371
21,2017-02-22,418
21,2017-02-23,424
21,2017-02-24,480
21,2017-03-08,394
21,2017-03-22,385
21,2017-03-30,471
21,2017-04-13,386
21,2017-04-15,404
21,2017-04-20,383
21,2017-04-23,443
21,2017-04-24,346
21,2017-04-30,442
21,2017-05-09,378
21,2017-05-27,457
21,2017-06-02,341
21,2017-06-03,433
21,2017-06-05,364
21,2017-06-17,368
21,2017-06-29,518
21,2017-07-04,432
21,2017-07-14,395
21,2017-07-19,354
21,2017-08-08,368
21,2017-08-21,385
21,2017-08-27,372
21,2017-09-14,340
21,2017-09-26,442
21,2017-09-30,443
21,2017-10-02,351
21,2017-10-14,445
21,2017-10-24,394
21,2017-10-25,465
21,2017-11-05,462
21,2017-11-12,314
21,2017-11-26,316
21,2017-11-29,340
21,2017-11-30,456
21,2017-12-04,395
21,2017-12-06,396
21,2017-12-18,430
21,2017-12-22,342
21,2017-12-31,313
21,2018-01-11,469
21,2018-01-19,408
21,2018-02-20,465
21,2018-03-04,387
21,2018-03-13,468
21,2018-04-02,270
21,2018-04-05,389
22,2016-05-16,458
22,2016-06-08,396
22,2016-06-09,317
22,2016-06-16,405
22,2016-06-27,411
22,2016-07-19,461
22,2016-07-26,333
22,2016-07-30,396
22,2016-08-02,442
22,2016-08-06,275
22,2016-08-14,474
22,2016-08-23,466
22,2016-08-31,410
22,2016-10-01,298
22,2016-11-01,397
22,2016-11-04,369
22,2016-11-10,469
22,2016-11-11,468
22,2016-11-17,503
22,2016-11-30,392
22,2016-12-23,329
22,2016-12-27,385
22,2017-01-01,418
22,2017-01-15,408
22,2017-03-05,350
22,2017-03-17,442
22,2017-03-21,413
22,2017-03-23,345
22,2017-03-28,404
22,2017-04-19,426
22,2017-04-21,421
22,2017-04-24,433
22,2017-04-28,421
22,2017-04-29,396
22,2017-05-01,394
22,2017-05-12,409
22,2017-05-17,468
22,2017-05-28,298
22,2017-06-04,422
22,2017-06-05,377
22,2017-06-10,423
22,2017-06-11,399
22,2017-06-21,457
22,2017-06-24,352
22,2017-06-25,420
22,2017-07-11,385
22,2017-07-12,409
22,2017-08-22,372
22,2017-08-31,416
22,2017-09-12,424
22,2017-09-22,381
22,2017-09-30,420
22,2017-10-07,413
22,2017-10-13,333
22,2017-10-18,395
22,2017-10-26,342
22,2017-11-12,377
22,2017-11-13,416
22,2017-11-22,393
22,2017-11-29,414
22,2017-12-02,423
22,2017-12-07,481
22,2017-12-08,409
22,2017-12-21,403
22,2017-12-26,372
22,2018-01-06,391
22,2018-01-13,346
22,2018-01-14,367
22,2018-01-20,457
22,2018-01-26,413
22,2018-02-15,490
22,2018-02-16,419
22,2018-02-24,450
22,2018-03-04,301
22,2018-03-08,347
22,2018-03-15,446
22,2018-03-16,412
22,2018-03-28,321
22,2018-03-31,430
22,2018-04-12,400
22,2018-04-14,427
23,2016-05-04,400
23,2016-05-17,379
23,2016-05-19,433
23,2016-05-25,380
23,2016-05-30,433
23,2016-05-31,334
23,2016-06-09,452
23,2016-06-22,391
23,2016-08-06,355
23,2016-08-11,394
23,2016-08-23,391
23,2016-08-30,398
23,2016-09-01,407
23,2016-09-06,446
23,2016-09-11,440
23,2016-09-20,361
23,2016-09-30,406
23,2016-10-04,521
23,2016-10-26,369
23,2016-11-02,415
23,2016-11-05,427
23,2016-11-25,351
23,2016-11-28,417
23,2016-12-02,450
23,2016-12-04,432
23,2016-12-05,433
23,2016-12-11,357
23,2016-12-13,418
23,2016-12-25,486
23,2017-01-30,365
23,2017-02-04,458
23,2017-02-20,431
23,2017-03-20,350
23,2017-03-22,367
23,2017-03-24,424
23,2017-04-11,396
23,2017-04-13,426
23,2017-04-17,394
23,2017-04-22,328
23,2017-05-22,470
23,2017-06-03,434
23,2017-06-09,471
23,2017-06-16,345
23,2017-06-21,450
23,2017-06-24,420
23,2017-06-26,430
23,2017-07-01,397
23,2017-07-20,451
23,2017-07-21,338
23,2017-07-23,338
23,2017-08-06,319
23,2017-09-21,369
23,2017-10-02,348
23,2017-11-20,393
23,2017-12-03,350
23,2017-12-20,480
23,2018-01-13,462
23,2018-01-15,377
23,2018-02-06,405
23,2018-02-13,512
23,2018-02-14,447
23,2018-02-18,415
23,2018-02-20,452
23,2018-03-19,447
23,2018-03-22,392
23,2018-03-26,322
23,2018-03-29,388
23,2018-04-02,450
23,2018-04-16,364
24,2016-05-05,370
24,2016-05-22,379
24,2016-05-25,428
24,2016-05-27,414
24,2016-06-05,369
24,2016-06-07,457
24,2016-06-08,275
24,2016-06-20,421
24,2016-06-25,435
24,2016-06-26,286
24,2016-07-07,450
24,2016-07-28,387
24,2016-08-09,338
24,2016-08-14,445
24,2016-08-16,357
24,2016-08-24,409
24,2016-09-03,408
24,2016-09-21,399
24,2016-10-02,398
24,2016-10-05,359
24,2016-10-07,396
24,2016-10-09,360
24,2016-10-24,414
24,2016-10-25,376
24,2016-10-27,448
24,2016-12-10,379
24,2016-12-21,481
24,2017-01-17,388
24,2017-01-25,321
24,2017-02-04,386
24,2017-02-05,494
24,2017-02-11,358
24,2017-02-17,365
24,2017-02-18,419
24,2017-03-01,413
24,2017-03-22,439
24,2017-03-25,448
24,2017-03-26,440
24,2017-04-03,376
24,2017-04-07,349
24,2017-04-08,371
24,2017-04-18,346
24,2017-04-20,275
24,2017-04-30,450
24,2017-05-17,385
24,2017-05-24,416
24,2017-06-11,390
24,2017-06-18,458
24,2017-06-21,416
24,2017-06-27,424
24,2017-06-29,435
24,2017-06-30,453
24,2017-07-02,430
24,2017-07-04,282
24,2017-07-06,372
24,2017-07-16,421
24,2017-07-20,359
24,2017-08-26,371
24,2017-09-07,396
24,2017-10-03,312
24,2017-10-10,398
24,2017-10-15,325
24,2017-11-09,382
24,2017-12-02,360
24,2017-12-06,306
24,2017-12-12,377
24,2017-12-25,424
24,2017-12-26,477
24,2018-01-02,332
24,2018-01-06,452
24,2018-01-30,367
24,2018-01-31,341
24,2018-02-03,313
24,2018-02-06,392
24,2018-02-11,421
24,2018-02-14,408
24,2018-02-23,411
24,2018-03-25,445
24,2018-03-26,451
24,2018-04-10,369
24,2018-04-14,426
24,2018-04-15,380
24,2018-04-19,407
24,2018-04-22,436
24,2018-04-23,392
24,2018-04-27,376
24,2018-04-28,373
25,2016-05-03,447
25,2016-05-16,376
25,2016-05-21,321
25,2016-05-23,348
25,2016-06-14,425
25,2016-06-17,287
25,2016-06-19,376
25,2016-06-21,396
25,2016-06-23,358
25,2016-07-19,410
25,2016-07-21,424
25,2016-08-09,420
25,2016-08-19,341
25,2016-08-22,432
25,2016-08-27,365
25,2016-08-29,453
25,2016-08-30,390
25,2016-09-05,392
25,2016-09-18,423
25,2016-09-21,376
25,2016-09-22,346
25,2016-09-28,286
25,2016-10-06,395
25,2016-10-12,396
25,2016-10-17,429
25,2016-10-18,420
25,2016-10-21,361
25,2016-10-31,388
25,2016-11-14,458
25,2016-12-05,392
25,2016-12-09,360
25,2016-12-24,477
25,2017-01-22,364
25,2017-01-23,429
25,2017-02-08,389
25,2017-02-26,375
25,2017-03-08,399
25,2017-03-19,348
25,2017-03-28,296
25,2017-04-09,402
25,2017-04-11,409
25,2017-05-07,362
25,2017-05-15,450
25,2017-05-18,397
25,2017-05-25,410
25,2017-05-30,385
25,2017-06-15,430
25,2017-06-16,446
25,2017-06-26,421
25,2017-07-03,435
25,2017-07-26,363
25,2017-08-03,380
25,2017-08-04,400
25,2017-08-06,349
25,2017-08-14,487
25,2017-08-18,442
25,2017-08-19,387
25,2017-08-21,436
25,2017-09-07,445
25,2017-09-09,476
25,2017-09-25,309
25,2017-09-27,396
25,2017-10-19,421
25,2017-10-24,330
25,2017-11-16,393
25,2017-11-18,422
25,2017-12-02,400
25,2017-12-09,422
25,2018-02-01,435
25,2018-02-13,369
25,2018-02-17,420
25,2018-02-19,406
25,2018-02-21,352
25,2018-02-23,376
25,2018-03-10,526
25,2018-03-31,367
25,2018-04-05,431
25,2018-04-08,368
25,2018-04-10,361
26,2016-05-06,415
26,2016-05-14,433
26,2016-05-16,339
26,2016-05-17,462
26,2016-05-18,384
26,2016-05-21,406
26,2016-05-30,370
26,2016-06-08,355
26,2016-07-03,441
26,2016-07-05,460
26,2016-07-19,338
26,2016-07-21,449
26,2016-07-30,382
26,2016-08-04,460
26,2016-08-06,453
26,2016-08-08,279
26,2016-08-13,434
26,2016-08-20,409
26,2016-08-21,421
26,2016-08-23,369
26,2016-08-27,474
26,2016-08-31,473
26,2016-09-19,424
26,2016-09-21,374
26,2016-09-22,374
26,2016-10-05,405
26,2016-10-08,291
26,2016-11-09,325
26,2016-11-17,486
26,2016-11-30,334
26,2016-12-02,426
26,2017-01-16,452
26,2017-01-25,384
26,2017-01-26,406
26,2017-01-31,450
26,2017-02-04,435
26,2017-02-08,332
26,2017-02-12,530
26,2017-02-21,405
26,2017-02-27,384
26,2017-03-02,526
26,2017-04-11,399
26,2017-04-13,292
26,2017-04-27,348
26,2017-05-05,437
26,2017-05-09,349
26,2017-05-18,465
26,2017-05-21,416
26,2017-06-03,339
26,2017-06-07,396
26,2017-06-15,399
26,2017-06-21,389
26,2017-06-23,356
26,2017-06-27,465
26,2017-06-30,415
26,2017-07-09,431
26,2017-08-01,369
26,2017-08-15,431
26,2017-08-29,397
26,2017-09-13,369
26,2017-09-14,359
26,2017-09-19,478
26,2017-09-20,352
26,2017-09-24,361
26,2017-10-11,387
26,2017-10-18,348
26,2017-10-27,319
26,2017-10-30,439
26,2017-11-02,439
26,2017-11-03,419
26,2017-11-06,440
26,2017-11-11,419
26,2017-11-18,410
26,2017-11-25,461
26,2017-11-30,332
26,2017-12-07,332
26,2017-12-15,451
26,2017-12-18,439
26,2017-12-24,395
26,2018-01-11,360
26,2018-02-05,347
26,2018-02-17,364
26,2018-02-20,376
26,2018-02-26,375
26,2018-02-28,343
26,2018-03-16,367
26,2018-03-17,440
26,2018-03-21,379
26,2018-03-22,377
26,2018-03-24,343
26,2018-04-02,409
26,2018-04-18,424
27,2016-05-14,375
27,2016-05-26,460
27,2016-05-28,451
27,2016-05-31,390
27,2016-06-03,383
27,2016-06-23,339
27,2016-07-02,385
27,2016-07-22,421
27,2016-07-31,374
27,2016-08-01,446
27,2016-08-08,360
27,2016-08-11,368
27,2016-08-30,454
27,2016-09-06,334
27,2016-10-09,439
27,2016-10-13,398
27,2016-10-15,469
27,2016-11-02,455
27,2016-11-25,396
27,2016-12-02,385
27,2016-12-10,359
27,2016-12-14,455
27,2016-12-16,400
27,2016-12-18,451
27,2016-12-21,384
27,2016-12-22,369
27,2016-12-25,396
27,2016-12-29,424
27,2017-01-04,379
27,2017-01-06,314
27,2017-01-10,364
27,2017-01-24,367
27,2017-02-17,392
27,2017-02-28,407
27,2017-03-01,403
27,2017-03-13,437
27,2017-03-16,387
27,2017-03-22,453
27,2017-03-25,437
27,2017-03-26,418
27,2017-04-20,438
27,2017-04-21,368
27,2017-04-29,414
27,2017-05-04,510
27,2017-05-06,393
27,2017-05-07,368
27,2017-05-11,354
27,2017-05-14,391
27,2017-05-22,430
27,2017-05-28,381
27,2017-05-29,436
27,2017-06-04,383
27,2017-06-08,333
27,2017-06-14,407
27,2017-06-17,384
27,2017-06-26,481
27,2017-07-05,357
27,2017-07-15,391
27,2017-07-23,430
27,2017-07-31,428
27,2017-08-02,429
27,2017-08-07,361
27,2017-08-15,452
27,2017-08-17,353
27,2017-08-23,328
27,2017-09-19,412
27,2017-11-18,420
27,2017-11-24,378
27,2017-12-12,444
27,2017-12-13,387
27,2017-12-15,493
27,2017-12-22,355
27,2018-01-01,355
27,2018-01-04,420
27,2018-01-13,440
27,2018-02-02,389
27,2018-02-09,388
27,2018-02-13,329
27,2018-02-15,454
27,2018-02-27,413
27,2018-03-18,435
27,2018-03-19,463
27,2018-03-25,362
27,2018-03-30,452
27,2018-04-03,482
27,2018-04-18,437
27,2018-04-24,502
27,2018-04-26,340
28,2016-05-04,427
28,2016-05-05,431
28,2016-05-19,420
28,2016-05-24,424
28,2016-05-25,417
28,2016-05-26,442
28,2016-06-15,461
28,2016-06-17,439
28,2016-06-23,419
28,2016-06-25,487
28,2016-07-14,365
28,2016-08-05,407
28,2016-09-03,412
28,2016-09-17,335
28,2016-09-22,383
28,2016-09-28,362
28,2016-09-30,440
28,2016-10-06,361
28,2016-10-10,392
28,2016-10-11,395
28,2016-10-15,462
28,2016-11-08,333
28,2016-11-19,326
28,2016-11-29,435
28,2016-12-13,508
28,2016-12-17,396
28,2016-12-22,384
28,2017-01-06,445
28,2017-02-01,296
28,2017-02-04,360
28,2017-02-07,354
28,2017-03-07,315
28,2017-03-13,361
28,2017-03-16,429
28,2017-03-19,456
28,2017-03-27,416
28,2017-04-01,408
28,2017-04-09,468
28,2017-04-22,467
28,2017-05-06,427
28,2017-05-10,331
28,2017-06-09,448
28,2017-06-18,331
28,2017-07-18,335
28,2017-07-24,442
28,2017-07-29,384
28,2017-07-30,389
28,2017-08-18,407
28,2017-09-02,367
28,2017-09-24,385
28,2017-09-25,454
28,2017-09-29,456
28,2017-10-30,452
28,2017-11-04,283
28,2017-11-19,367
28,2017-11-22,414
28,2017-12-03,385
28,2017-12-25,366
28,2017-12-30,368
28,2017-12-31,430
28,2018-01-08,388
28,2018-01-22,384
28,2018-01-27,390
28,2018-01-30,344
28,2018-02-16,386
28,2018-02-24,390
28,2018-03-05,319
28,2018-03-08,369
28,2018-03-25,430
28,2018-04-01,454
28,2018-04-19,427
28,2018-04-22,381
28,2018-04-23,400
29,2016-05-03,388
29,2016-05-09,437
29,2016-05-14,383
29,2016-05-15,417
29,2016-05-25,512
29,2016-06-16,411
29,2016-06-17,305
29,2016-06-24,445
29,2016-06-25,312
29,2016-07-02,346
29,2016-07-10,320
29,2016-07-27,368
29,2016-07-30,437
29,2016-08-13,389
29,2016-08-17,431
29,2016-09-01,365
29,2016-09-06,409
29,2016-09-20,401
29,2016-09-26,472
29,2016-10-10,434
29,2016-10-21,382
29,2016-10-24,332
29,2016-11-07,488
29,2016-11-09,397
29,2016-11-11,323
29,2016-11-24,396
29,2016-11-26,430
29,2017-03-01,366
29,2017-03-11,426
29,2017-04-22,356
29,2017-04-23,406
29,2017-04-26,410
29,2017-04-29,404
29,2017-05-05,336
29,2017-05-11,374
29,2017-05-18,342
29,2017-05-24,442
29,2017-05-26,330
29,2017-05-29,456
29,2017-05-30,342
29,2017-05-31,355
29,2017-06-14,378
29,2017-06-26,425
29,2017-07-24,320
29,2017-08-14,409
29,2017-08-19,423
29,2017-09-06,408
29,2017-09-14,434
29,2017-09-17,451
29,2017-09-18,414
29,2017-10-07,303
29,2017-10-11,364
29,2017-10-19,290
29,2017-10-21,413
29,2017-10-26,432
29,2017-11-03,475
29,2017-11-04,359
29,2017-11-15,351
29,2017-11-16,409
29,2017-11-17,378
29,2017-12-03,325
29,2017-12-13,417
29,2017-12-15,403
29,2017-12-16,442
29,2017-12-30,437
29,2018-01-10,336
29,2018-01-12,385
29,2018-01-13,402
29,2018-01-21,378
29,2018-01-31,480
29,2018-02-11,331
29,2018-02-14,380
29,2018-03-19,373
29,2018-03-25,424
29,2018-03-26,434
29,2018-03-27,310
29,2018-03-28,360
29,2018-03-30,439
29,2018-04-13,488
29,2018-04-20,431
29,2018-04-21,421
29,2018-04-27,431
29,2018-04-30,385
30,2016-05-03,381
30,2016-05-13,294
30,2016-05-15,395
30,2016-05-19,452
30,2016-05-21,415
30,2016-05-28,342
30,2016-06-01,407
30,2016-06-06,389
30,2016-06-07,477
30,2016-06-09,388
30,2016-06-16,348
30,2016-06-27,345
30,2016-07-07,312
30,2016-07-25,378
30,2016-08-25,391
30,2016-08-26,330
30,2016-09-02,427
30,2016-09-09,443
30,2016-09-23,418
30,2016-09-26,390
30,2016-09-27,434
30,2016-10-01,375
30,2016-10-02,412
30,2016-10-07,469
30,2016-10-10,489
30,2016-10-16,321
30,2016-10-18,369
30,2016-10-26,404
30,2016-11-15,421
30,2016-11-25,359
30,2016-11-27,372
30,2016-12-02,366
30,2016-12-22,413
30,2017-01-08,427
30,2017-01-17,447
30,2017-01-29,424
30,2017-02-12,348
30,2017-02-14,530
30,2017-03-19,354
30,2017-03-26,383
30,2017-04-10,466
30,2017-04-15,400
30,2017-04-17,360
30,2017-04-24,357
30,2017-05-01,328
30,2017-05-12,354
30,2017-05-20,461
30,2017-06-09,377
30,2017-06-11,403
30,2017-06-18,389
30,2017-06-20,416
30,2017-07-13,421
30,2017-07-20,369
30,2017-07-22,415
30,2017-07-23,385
30,2017-08-09,377
30,2017-08-15,333
30,2017-09-08,393
30,2017-09-09,280
30,2017-09-15,410
30,2017-09-16,478
30,2017-09-20,386
30,2017-09-28,434
30,2017-09-30,392
30,2017-10-16,405
30,2017-10-17,369
30,2017-11-03,522
30,2017-11-04,456
30,2017-11-07,463
30,2017-11-08,366
30,2017-11-17,391
30,2017-11-18,406
30,2017-11-19,449
30,2017-12-12,387
30,2017-12-14,397
30,2017-12-16,358
30,2017-12-31,340
30,2018-01-05,403
30,2018-01-10,307
30,2018-01-14,360
30,2018-01-19,462
30,2018-01-29,359
30,2018-01-30,437
30,2018-02-05,372
30,2018-02-12,356
30,2018-02-22,351
30,2018-02-27,414
30,2018-03-08,471
30,2018-04-08,440
30,2018-04-11,371
30,2018-04-14,408
